Symbol,Name,LastSale,IPOyear,MarketCap,Sector,Industry,Exchange
CISN,Cision Ltd.,12.57,2017.0,1734830386.35,Technology,Computer Software: Prepackaged Software,NYSE
CIT,CIT Group Inc (DEL),44.39,,4687263237.86,Finance,Major Banks,NYSE
C,Citigroup Inc.,63.12,,149499720000.0,Finance,Major Banks,NYSE
CFG,"Citizens Financial Group, Inc.",35.43,2014.0,16578124073.22,Finance,Major Banks,NYSE
CLH,"Clean Harbors, Inc.",57.34,,3211354567.24,Basic Industries,Environmental Services,NYSE
CCO,"Clear Channel Outdoor Holdings, Inc.",5.35,2005.0,1954961133.6,Consumer Services,Advertising,NYSE
CEM,ClearBridge MLP and Midstream Fund Inc.,12.46,2010.0,877370426.52,,,NYSE
CWEN,"Clearway Energy, Inc.",15.35,2015.0,2964875617.1,Public Utilities,Electric Utilities: Central,NYSE
CLF,Cleveland-Cliffs Inc.,9.01,,2685146153.41,Basic Industries,Precious Metals,NYSE
CLX,Clorox Company (The),154.37,,19705654213.89,Consumer Durables,Specialty Chemicals,NYSE
CLDR,"Cloudera, Inc.",12.84,2017.0,3383555506.56,Technology,Computer Software: Prepackaged Software,NYSE
CMS,CMS Energy Corporation,50.88,,14415902446.08,Public Utilities,Power Generation,NYSE
CNA,CNA Financial Corporation,45.95,,12471322308.3,Finance,Property-Casualty Insurers,NYSE
CNHI,CNH Industrial N.V.,10.29,2013.0,13930774192.86,Capital Goods,Construction/Ag Equipment/Trucks,NYSE
CNO,"CNO Financial Group, Inc.",17.61,,2899475317.65,Finance,Accident &Health Insurance,NYSE
CEO,CNOOC Limited,166.77,2001.0,1765947042.09,Energy,Oil & Gas Production,NYSE
CNXM,CNX Midstream Partners LP,17.74,2014.0,1128967869.98,Public Utilities,Natural Gas Distribution,NYSE
CEIX,CNX Resources Corporation,34.09,2017.0,946952224.54,Energy,Coal Mining,NYSE
CNX,CNX Resources Corporation,13.44,1999.0,2736381446.4,Energy,Oil & Gas Production,NYSE
KOF,Coca Cola Femsa S.A.B. de C.V.,64.79,1993.0,13611083200.0,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
KO,Coca-Cola Company (The),47.61,,202652626683.78,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
CCEP,Coca-Cola European Partners plc,46.2,2016.0,21941307049.2,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
CDE,"Coeur Mining, Inc.",4.44,,902532612.84,Basic Industries,Precious Metals,NYSE
CNS,Cohen & Steers Inc,36.77,2004.0,1719543718.35,Finance,Investment Managers,NYSE
UTF,"Cohen & Steers Infrastructure Fund, Inc",22.18,2004.0,1892393030.92,,,NYSE
RQI,Cohen & Steers Quality Income Realty Fund Inc,11.37,2002.0,1241165140.74,,,NYSE
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,18.95,2003.0,901389647.2,,,NYSE
CFX,Colfax Corporation,23.88,2008.0,2800532181.96,Capital Goods,Fluid Controls,NYSE
CL,Colgate-Palmolive Company,62.63,,54320246526.97,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
CLNY,"Colony Capital, Inc.",5.57,2014.0,2735122710.9,Consumer Services,Real Estate Investment Trusts,NYSE
CLNC,"Colony Credit Real Estate, Inc.",16.41,2018.0,2098622322.36,Consumer Services,Real Estate Investment Trusts,NYSE
CXP,"Columbia Property Trust, Inc.",20.81,2013.0,2455251097.95,Consumer Services,Real Estate Investment Trusts,NYSE
CMA,Comerica Incorporated,81.19,,13128286113.66,Finance,Major Banks,NYSE
FIX,"Comfort Systems USA, Inc.",48.16,1997.0,1789135427.52,Capital Goods,Engineering & Construction,NYSE
CMC,Commercial Metals Company,17.0,,1999866621.0,Basic Industries,Steel/Iron Ore,NYSE
CBU,"Community Bank System, Inc.",63.95,,3273371622.95,Finance,Major Banks,NYSE
CIG,Comp En De Mn Cemig ADS,3.65,,5324446993.65,Public Utilities,Electric Utilities: Central,NYSE
CBD,Companhia Brasileira de Distribuicao,23.84,1997.0,6356041308.64,Consumer Services,Food Chains,NYSE
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,10.83,2002.0,7402411881.27,Public Utilities,Water Supply,NYSE
ELP,Companhia Paranaense de Energia (COPEL),8.79,,2405430746.25,Public Utilities,Electric Utilities: Central,NYSE
CCU,"Compania Cervecerias Unidas, S.A.",27.01,,4990136286.36,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
CMP,"Compass Minerals International, Inc.",48.59,2003.0,1644850750.29,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
CAG,"ConAgra Brands, Inc.",21.57,,10475297638.02,Consumer Non-Durables,Packaged Foods,NYSE
CXO,Concho Resources Inc.,124.87,2007.0,25005241849.65,Energy,Oil & Gas Production,NYSE
CNDT,Conduent Incorporated,12.21,2016.0,2579865320.01,Miscellaneous,Business Services,NYSE
COP,ConocoPhillips,67.9,,78169324195.2,Energy,Integrated oil Companies,NYSE
ED,Consolidated Edison Inc,76.51,,23831060435.14,Public Utilities,Power Generation,NYSE
STZ,Constellation Brands Inc,164.15,,31168260469.15,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
CSTM,Constellium N.V.,8.29,2013.0,1116607780.31,Basic Industries,Metal Fabrications,NYSE
CBPX,"Continental Building Products, Inc.",25.88,2014.0,953469277.8,Capital Goods,Building Materials,NYSE
CLR,"Continental Resources, Inc.",47.59,2007.0,17894618048.91,Energy,Oil & Gas Production,NYSE
CTB,Cooper Tire & Rubber Company,33.98,,1701425186.58,Consumer Durables,Automotive Aftermarket,NYSE
CPS,Cooper-Standard Holdings Inc.,74.21,,1319058186.49,Capital Goods,Auto Parts:O.E.M.,NYSE
CPA,"Copa Holdings, S.A.",92.08,2005.0,3885346815.12,Transportation,Air Freight/Delivery Services,NYSE
CLB,Core Laboratories N.V.,70.5,1995.0,3117561535.5,Energy,Oilfield Services/Equipment,NYSE
CXW,"CoreCivic, Inc.",19.49,,2313099102.21,Consumer Services,Real Estate Investment Trusts,NYSE
CLGX,"CoreLogic, Inc.",36.56,,2945327087.28,Technology,EDP Services,NYSE
COR,CoreSite Realty Corporation,94.29,2010.0,3460304299.41,Consumer Services,Real Estate Investment Trusts,NYSE
GLW,Corning Incorporated,30.63,,24516224126.7,Basic Industries,Telecommunications Equipment,NYSE
CAAP,Corporacion America Airports SA,6.5,2018.0,1040144703.0,Transportation,Aerospace,NYSE
OFC,Corporate Office Properties Trust,23.47,,2554827225.52,Consumer Services,Real Estate Investment Trusts,NYSE
CZZ,Cosan Limited,10.54,,2578882004.48,Consumer Non-Durables,Specialty Foods,NYSE
COT,Cott Corporation,15.08,,2076923265.56,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
COTY,Coty Inc.,7.53,2013.0,5655595487.94,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
CUZ,Cousins Properties Incorporated,8.58,,3606901455.3,Consumer Services,Real Estate Investment Trusts,NYSE
CVA,Covanta Holding Corporation,15.69,,2056248258.69,Basic Industries,Electric Utilities: Central,NYSE
CPL,CPFL Energia S.A.,16.17,2004.0,8229840721.41,Public Utilities,Electric Utilities: Central,NYSE
CR,Crane Co.,79.85,,4747007041.75,Capital Goods,Metal Fabrications,NYSE
BAP,Credicorp Ltd.,232.05,,18508540050.0,Finance,Commercial Banks,NYSE
CS,Credit Suisse Group,12.37,,31572788733.51,Finance,Investment Bankers/Brokers/Service,NYSE
CPG,Crescent Point Energy Corporation,3.5,,1924507637.5,Energy,Oil & Gas Production,NYSE
CEQP,Crestwood Equity Partners LP,32.25,,2296850482.5,Consumer Services,Other Consumer Services,NYSE
CRH,CRH PLC,28.82,,23476166318.88,Capital Goods,Building Materials,NYSE
CCI,Crown Castle International Corporation,107.61,,44642056063.62,Consumer Services,Real Estate Investment Trusts,NYSE
CCK,"Crown Holdings, Inc.",48.27,,6525629361.09,Consumer Durables,Containers/Packaging,NYSE
CRY,"CryoLife, Inc.",28.44,,1051355870.64,Health Care,Medical/Dental Instruments,NYSE
CTS,CTS Corporation,27.82,,920481536.26,Technology,Electrical Products,NYSE
CUBE,CubeSmart,29.25,,5449466090.25,Consumer Services,Real Estate Investment Trusts,NYSE
CUB,Cubic Corporation,62.35,,1704523738.85,Capital Goods,Industrial Machinery/Components,NYSE
CFR,"Cullen/Frost Bankers, Inc.",99.9,,6388012193.4,Finance,Major Banks,NYSE
CMI,Cummins Inc.,150.56,,24174109779.68,Energy,Industrial Machinery/Components,NYSE
CW,Curtiss-Wright Corporation,112.01,,4904941086.07,Technology,Industrial Machinery/Components,NYSE
CWK,Cushman & Wakefield plc,16.77,2018.0,3623109900.54,Finance,Real Estate,NYSE
CVI,CVR Energy Inc.,39.39,2007.0,3959900294.61,Energy,Integrated oil Companies,NYSE
CVRR,"CVR Refining, LP",10.49,2013.0,1548324000.0,Energy,Integrated oil Companies,NYSE
CVS,CVS Health Corporation,65.52,,84730403721.6,Health Care,Medical/Nursing Services,NYSE
DHI,"D.R. Horton, Inc.",37.18,,13889014450.74,Capital Goods,Homebuilding,NYSE
DAN,Dana Incorporated,17.76,,2569211221.44,Capital Goods,Auto Parts:O.E.M.,NYSE
DHR,Danaher Corporation,107.45,,75311995437.35,Capital Goods,Industrial Machinery/Components,NYSE
DRI,"Darden Restaurants, Inc.",109.02,,13464959574.54,Consumer Services,Restaurants,NYSE
DAR,Darling Ingredients Inc.,21.49,,3538498872.72,Consumer Non-Durables,Packaged Foods,NYSE
DVA,DaVita Inc.,57.37,,9523420000.0,Health Care,Hospital/Nursing Management,NYSE
DCP,DCP Midstream LP,33.49,,4799697314.72,Public Utilities,Natural Gas Distribution,NYSE
DECK,Deckers Outdoor Corporation,118.87,1993.0,3461756983.83,Consumer Non-Durables,Shoe Manufacturing,NYSE
DE,Deere & Company,164.61,,52655552808.84,Capital Goods,Industrial Machinery/Components,NYSE
DK,"Delek US Holdings, Inc.",33.47,2017.0,2742813383.11,Energy,Integrated oil Companies,NYSE
DELL,Dell Technologies Inc.,43.35,2018.0,31144140126.75,Technology,Computer Manufacturing,NYSE
DLPH,Delphi Technologies PLC,15.94,2017.0,1410561890.22,Capital Goods,Auto Parts:O.E.M.,NYSE
DAL,"Delta Air Lines, Inc.",48.11,,32985115705.11,Transportation,Air Freight/Delivery Services,NYSE
DLX,Deluxe Corporation,44.03,,2038882636.07,Consumer Durables,Publishing,NYSE
DNR,Denbury Resources Inc.,2.24,,1031334648.96,Energy,Oil & Gas Production,NYSE
DESP,"Despegar.com, Corp.",14.19,2017.0,981401912.04,Consumer Services,Transportation Services,NYSE
DB,Deutsche Bank AG,9.14,,18873186000.0,Finance,Major Banks,NYSE
DVN,Devon Energy Corporation,27.14,,12706948000.0,Energy,Oil & Gas Production,NYSE
DEO,Diageo plc,142.14,,85924756033.08,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
DO,"Diamond Offshore Drilling, Inc.",11.75,1995.0,1614857748.5,Energy,Oil & Gas Production,NYSE
DRH,Diamondrock Hospitality Company,10.06,2005.0,2091683690.64,Consumer Services,Real Estate Investment Trusts,NYSE
DKS,Dick&#39;s Sporting Goods Inc,34.25,2002.0,3366874530.5,Consumer Services,Other Specialty Stores,NYSE
DLR,"Digital Realty Trust, Inc.",107.25,2004.0,22123746966.75,Consumer Services,Real Estate Investment Trusts,NYSE
DDS,"Dillard&#39;s, Inc.",64.64,,1715810624.0,Consumer Services,Department/Specialty Retail Stores,NYSE
DIN,"Dine Brands Global, Inc.",78.64,,1392905809.76,Consumer Services,Restaurants,NYSE
DPLO,"Diplomat Pharmacy, Inc.",13.49,2014.0,1004663392.73,Health Care,Medical/Nursing Services,NYSE
DFS,Discover Financial Services,66.37,,22297975347.01,Finance,Finance: Consumer Services,NYSE
DLB,Dolby Laboratories,64.56,2005.0,6581949329.28,Miscellaneous,Multi-Sector Companies,NYSE
DG,Dollar General Corporation,113.53,2009.0,29845258098.43,Consumer Services,Department/Specialty Retail Stores,NYSE
DM,"Dominion Energy Midstream Partners, LP",17.09,2014.0,2163724584.69,Public Utilities,Natural Gas Distribution,NYSE
D,"Dominion Energy, Inc.",68.77,,53397881442.75,Public Utilities,Electric Utilities: Central,NYSE
DPZ,Domino&#39;s Pizza Inc,267.46,2004.0,11124905891.38,Consumer Non-Durables,Food Distributors,NYSE
UFS,Domtar Corporation,45.39,,2950400110.56,Basic Industries,Paper,NYSE
DCI,"Donaldson Company, Inc.",48.28,,6174596985.12,Capital Goods,Pollution Control Equipment,NYSE
DSL,DoubleLine Income Solutions Fund,18.58,2013.0,1883875845.76,,,NYSE
DEI,"Douglas Emmett, Inc.",36.12,2006.0,6138207371.52,Consumer Services,Real Estate Investment Trusts,NYSE
DOV,Dover Corporation,80.69,,11807583465.06,Technology,Industrial Machinery/Components,NYSE
DWDP,DowDuPont Inc.,58.06,2017.0,133203795956.96,Basic Industries,Major Chemicals,NYSE
RDY,Dr. Reddy&#39;s Laboratories Ltd,37.04,,6150894291.44,Health Care,Major Pharmaceuticals,NYSE
DRQ,"Dril-Quip, Inc.",38.31,1997.0,1370626102.71,Energy,Metal Fabrications,NYSE
DSW,DSW Inc.,27.15,2005.0,2181484282.35,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
DTE,DTE Energy Company,112.98,,20553889211.52,Public Utilities,Electric Utilities: Central,NYSE
DNP,"Duff & Phelps Utilities Income, Inc.",10.99,1987.0,3138795729.93,,,NYSE
DUK,Duke Energy Corporation,85.6,,61022318964.8,Public Utilities,Power Generation,NYSE
DRE,Duke Realty Corporation,28.42,,10183434676.52,Consumer Services,Real Estate Investment Trusts,NYSE
DNB,Dun & Bradstreet Corporation (The),144.46,,5363979363.78,Finance,Finance: Consumer Services,NYSE
DXC,DXC Technology Company,62.62,,17540714947.02,Technology,EDP Services,NYSE
DY,"Dycom Industries, Inc.",59.33,,1856835465.54,Basic Industries,Water Supply,NYSE
EXP,Eagle Materials Inc,68.36,,3205357880.08,Capital Goods,Building Materials,NYSE
DEA,"Easterly Government Properties, Inc.",17.18,2015.0,1044867688.38,Consumer Services,Real Estate Investment Trusts,NYSE
EGP,"EastGroup Properties, Inc.",97.2,,3503162552.4,Consumer Services,Real Estate Investment Trusts,NYSE
EMN,Eastman Chemical Company,81.2,,11367294128.4,Basic Industries,Major Chemicals,NYSE
ETN,"Eaton Corporation, PLC",71.87,,31148458000.0,Technology,Industrial Machinery/Components,NYSE
ETV,Eaton Vance Corporation,14.51,2005.0,1127877317.85,,,NYSE
ETW,Eaton Vance Corporation,9.95,2005.0,1069232840.65,,,NYSE
EV,Eaton Vance Corporation,39.7,,4642945966.0,Finance,Investment Managers,NYSE
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,20.89,2003.0,1523406613.29,,,NYSE
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.78,2004.0,1127717162.92,,,NYSE
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.13,2006.0,1666696620.12,,,NYSE
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.05,2007.0,2428576526.25,,,NYSE
ECL,Ecolab Inc.,154.5,,44630886534.0,Basic Industries,Package Goods/Cosmetics,NYSE
EC,Ecopetrol S.A.,18.55,,38135734315.7,Energy,Oil & Gas Production,NYSE
EIX,Edison International,54.88,,17880518985.28,Public Utilities,Electric Utilities: Central,NYSE
EW,Edwards Lifesciences Corporation,168.41,,35205987392.29,Health Care,Industrial Specialties,NYSE
EE,El Paso Electric Company,50.88,,2070406466.88,Public Utilities,Electric Utilities: Central,NYSE
ELAN,Elanco Animal Health Incorporated,31.52,2018.0,11524500000.0,Health Care,Major Pharmaceuticals,NYSE
ESTC,Elastic N.V.,75.08,2018.0,5328725292.2,Technology,Computer Software: Prepackaged Software,NYSE
LLY,Eli Lilly and Company,116.59,,123506381710.45,Health Care,Major Pharmaceuticals,NYSE
ELLI,"Ellie Mae, Inc.",73.11,2011.0,2547254973.33,Technology,Computer Software: Prepackaged Software,NYSE
ERJ,Embraer S.A.,21.02,2000.0,3854685709.26,Capital Goods,Aerospace,NYSE
EME,"EMCOR Group, Inc.",64.9,,3735653021.1,Capital Goods,Engineering & Construction,NYSE
EEX,"Emerald Expositions Events, Inc.",13.72,2017.0,1004360498.96,Miscellaneous,Business Services,NYSE
EBS,"Emergent Biosolutions, Inc.",62.34,2006.0,3175914791.04,Health Care,Major Pharmaceuticals,NYSE
EMR,Emerson Electric Company,63.68,,39680400617.92,Energy,Consumer Electronics/Appliances,NYSE
ESRT,"Empire State Realty Trust, Inc.",14.87,2013.0,4582335199.97,Consumer Services,Real Estate Investment Trusts,NYSE
EIG,Employers Holdings Inc,44.55,2007.0,1461225120.3,Finance,Property-Casualty Insurers,NYSE
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),27.47,2007.0,1216942069.49,Public Utilities,Electric Utilities: Central,NYSE
ENBL,"Enable Midstream Partners, LP",14.79,2014.0,6407323193.61,Public Utilities,Natural Gas Distribution,NYSE
ENB,Enbridge Inc,36.1,,73001924714.1,Energy,Natural Gas Distribution,NYSE
ECA,Encana Corporation,7.05,,6714535725.75,Energy,Oil & Gas Production,NYSE
EHC,Encompass Health Corporation,66.48,,6576751123.68,Health Care,Hospital/Nursing Management,NYSE
DAVA,Endava plc,23.67,2018.0,1255294423.8,Technology,EDP Services,NYSE
ENIA,Enel Americas S.A.,10.25,,11956619946.75,Public Utilities,Electric Utilities: Central,NYSE
ENIC,Enel Chile S.A.,5.33,2016.0,7476292693.48,Public Utilities,Electric Utilities: Central,NYSE
ENR,"Energizer Holdings, Inc.",46.84,2015.0,2805672017.24,Miscellaneous,Industrial Machinery/Components,NYSE
EPC,"Energizer Holdings, Inc.",39.07,,2114346501.6,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
ET,Energy Transfer L.P.,14.57,1996.0,38131159821.6,Public Utilities,Natural Gas Distribution,NYSE
ERF,Enerplus Corporation,9.37,,2244031625.74,Energy,Oil & Gas Production,NYSE
ENS,Enersys,84.79,2004.0,3673608996.3,Consumer Non-Durables,Telecommunications Equipment,NYSE
E,ENI S.p.A.,33.44,,60763578717.6,Energy,Oil & Gas Production,NYSE
ENLK,"EnLink Midstream Partners, LP",13.58,,4801810634.74,Public Utilities,Natural Gas Distribution,NYSE
ENLC,"EnLink Midstream, LLC",11.72,,2129953807.56,Public Utilities,Natural Gas Distribution,NYSE
NPO,EnPro Industries,66.16,,1372113609.68,Basic Industries,Metal Fabrications,NYSE
ESV,ENSCO plc,4.63,,2026729843.01,Energy,Oil & Gas Production,NYSE
ETM,Entercom Communications Corp.,7.16,1999.0,1020476615.72,Consumer Services,Broadcasting,NYSE
ETR,Entergy Corporation,86.29,,16220486662.44,Public Utilities,Electric Utilities: Central,NYSE
EPD,Enterprise Products Partners L.P.,27.52,,60066845856.0,Public Utilities,Natural Gas Distribution,NYSE
ENV,"Envestnet, Inc",53.4,2010.0,2567582431.2,Miscellaneous,Business Services,NYSE
EOG,"EOG Resources, Inc.",101.05,,58600797165.2,Energy,Oil & Gas Production,NYSE
EPAM,"EPAM Systems, Inc.",138.59,2012.0,7485158865.48,Technology,EDP Services,NYSE
EPR,EPR Properties,70.7,1997.0,5255725587.0,Consumer Services,Real Estate Investment Trusts,NYSE
EQM,"EQM Midstream Partners, LP",46.01,2012.0,5542200114.25,Public Utilities,Natural Gas Distribution,NYSE
EQT,EQT Corporation,21.18,,5398919924.16,Energy,Oil & Gas Production,NYSE
EFX,"Equifax, Inc.",104.24,,12568746026.48,Finance,Finance: Consumer Services,NYSE
EQNR,Equinor ASA,22.76,,75752302552.48,Energy,Integrated oil Companies,NYSE
ETRN,Equitrans Midstream Corporation,20.97,2018.0,5332020930.0,Public Utilities,Natural Gas Distribution,NYSE
EQC,Equity Commonwealth,30.75,,3735592194.75,Consumer Services,Real Estate Investment Trusts,NYSE
ELS,"Equity Lifestyle Properties, Inc.",101.59,,9117442328.01,Consumer Services,Real Estate Investment Trusts,NYSE
EQR,Equity Residential,70.12,,25835056484.76,Consumer Services,Real Estate Investment Trusts,NYSE
ESE,ESCO Technologies Inc.,65.98,,1709596431.44,Consumer Durables,Telecommunications Equipment,NYSE
ESNT,Essent Group Ltd.,37.78,2013.0,3707698069.28,Finance,Property-Casualty Insurers,NYSE
ESS,"Essex Property Trust, Inc.",259.93,1994.0,17172300663.21,Consumer Services,Real Estate Investment Trusts,NYSE
EL,"Estee Lauder Companies, Inc. (The)",127.54,1995.0,46278213206.68,Consumer Non-Durables,Package Goods/Cosmetics,NYSE
ESL,Esterline Technologies Corporation,121.6,,3604322739.2,Capital Goods,Industrial Machinery/Components,NYSE
EURN,Euronav NV,7.78,2015.0,1703682278.44,Transportation,Marine Transportation,NYSE
EB,"Eventbrite, Inc.",31.18,2018.0,2439926949.82,Technology,"Computer Software: Programming, Data Processing",NYSE
EVR,Evercore Inc.,86.22,2006.0,3489432985.62,Finance,Investment Managers,NYSE
RE,"Everest Re Group, Ltd.",216.69,,8808014686.62,Finance,Property-Casualty Insurers,NYSE
EVRG,"Evergy, Inc.",56.66,2018.0,14927365002.78,Public Utilities,Power Generation,NYSE
ES,Eversource Energy,67.67,,21443662627.36,Public Utilities,Electric Utilities: Central,NYSE
EVTC,"Evertec, Inc.",28.0,2013.0,2036759676.0,Technology,EDP Services,NYSE
EVH,"Evolent Health, Inc",18.66,2015.0,1534363806.48,Consumer Services,Other Consumer Services,NYSE
AQUA,Evoqua Water Technologies Corp.,10.46,2017.0,1191845181.64,Technology,Industrial Machinery/Components,NYSE
EXC,Exelon Corporation,46.08,,44559809095.68,Public Utilities,Power Generation,NYSE
EXR,Extra Space Storage Inc,92.33,2004.0,11681162634.82,Consumer Services,Real Estate Investment Trusts,NYSE
XOM,Exxon Mobil Corporation,72.99,,309025585338.3,Energy,Integrated oil Companies,NYSE
FNB,F.N.B. Corporation,11.44,,3709947441.2,Finance,Major Banks,NYSE
FN,Fabrinet,54.33,2010.0,2001136672.68,Public Utilities,Telecommunications Equipment,NYSE
FDS,FactSet Research Systems Inc.,214.45,1996.0,8156706541.5,Technology,"Computer Software: Programming, Data Processing",NYSE
FICO,Fair Isaac Corporation,216.39,,6265578508.92,Miscellaneous,Business Services,NYSE
FTCH,Farfetch Limited,20.87,2018.0,5953805704.6,Miscellaneous,Business Services,NYSE
FBK,FB Financial Corporation,38.4,2016.0,1179533107.2,Finance,Major Banks,NYSE
FFG,"FBL Financial Group, Inc.",70.61,1996.0,1750980495.71,Finance,Life Insurance,NYSE
FRT,Federal Realty Investment Trust,125.91,,9300108209.22,Consumer Services,Real Estate Investment Trusts,NYSE
FSS,Federal Signal Corporation,21.91,,1319911422.2,Capital Goods,Auto Manufacturing,NYSE
FII,"Federated Investors, Inc.",26.43,1998.0,2656219757.4,Finance,Investment Managers,NYSE
FDX,FedEx Corporation,176.91,,46181227698.75,Transportation,Air Freight/Delivery Services,NYSE
RACE,Ferrari N.V.,113.29,2015.0,27771793004.98,Capital Goods,Auto Manufacturing,NYSE
FOE,Ferro Corporation,16.44,,1368828808.92,Basic Industries,Paints/Coatings,NYSE
FG,FGL Holdings,7.8,2017.0,1728176346.0,Finance,Life Insurance,NYSE
FCAU,Fiat Chrysler Automobiles N.V.,16.78,2014.0,32881405557.4,Capital Goods,Auto Manufacturing,NYSE
FNF,"Fidelity National Financial, Inc.",34.43,2014.0,9475988039.21,Finance,Specialty Insurers,NYSE
FIS,"Fidelity National Information Services, Inc.",105.84,,34661358285.12,Miscellaneous,Business Services,NYSE
FAF,First American Corporation (The),47.71,,5333388352.11,Finance,Specialty Insurers,NYSE
FBP,First BanCorp.,9.5,,2063788018.0,Finance,Major Banks,NYSE
FCF,First Commonwealth Financial Corporation,13.28,,1320341092.0,Finance,Major Banks,NYSE
FDC,First Data Corporation,22.95,2015.0,21493061317.35,Miscellaneous,Business Services,NYSE
FHN,First Horizon National Corporation,14.4,,4664776550.4,Finance,Major Banks,NYSE
FR,"First Industrial Realty Trust, Inc.",31.29,1994.0,3952175067.12,Consumer Services,Real Estate Investment Trusts,NYSE
AG,First Majestic Silver Corp.,5.15,,998447675.25,Basic Industries,Precious Metals,NYSE
FRC,FIRST REPUBLIC BANK,96.02,,15822257024.96,,,NYSE
FPF,First Trust Intermediate Duration Preferred & Income Fund,20.83,2013.0,1265755717.51,,,NYSE
FE,FirstEnergy Corp.,38.87,,19879880754.5,Public Utilities,Electric Utilities: Central,NYSE
FIT,"Fitbit, Inc.",6.05,2015.0,1503614237.95,Technology,Computer Manufacturing,NYSE
FBC,"Flagstar Bancorp, Inc.",29.98,,1727676347.4,Finance,Savings Institutions,NYSE
FLT,"FleetCor Technologies, Inc.",198.32,2010.0,24363767482.88,Miscellaneous,Business Services,NYSE
FND,"Floor & Decor Holdings, Inc.",31.96,2017.0,3110608153.4,Consumer Services,RETAIL: Building Materials,NYSE
FLO,"Flowers Foods, Inc.",19.61,,4135655009.27,Consumer Non-Durables,Packaged Foods,NYSE
FLS,Flowserve Corporation,43.1,,5639934846.7,Capital Goods,Fluid Controls,NYSE
FLR,Fluor Corporation,38.53,,5419955031.73,Basic Industries,Military/Government/Technical,NYSE
FMC,FMC Corporation,80.65,,10860160683.45,Basic Industries,Major Chemicals,NYSE
FMX,Fomento Economico Mexicano S.A.B. de C.V.,93.41,,167121057940.35,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
FL,"Foot Locker, Inc.",58.37,,6589401090.74,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
F,Ford Motor Company,8.58,,34130411043.3,Capital Goods,Auto Manufacturing,NYSE
FTS,Fortis Inc.,34.93,2016.0,14966123867.8,Public Utilities,Electric Utilities: Central,NYSE
FTV,Fortive Corporation,73.03,2016.0,24389311536.39,Capital Goods,Industrial Machinery/Components,NYSE
FTAI,Fortress Transportation and Infrastructure Investors LLC,15.19,2015.0,1276733003.91,,,NYSE
FBHS,"Fortune Brands Home & Security, Inc.",43.06,,6088893142.42,Basic Industries,Homebuilding,NYSE
FCPT,"Four Corners Property Trust, Inc.",26.44,2015.0,1791452749.56,Consumer Services,Real Estate Investment Trusts,NYSE
FNV,Franco-Nevada Corporation,68.9,,12863111940.9,Basic Industries,Precious Metals,NYSE
BEN,"Franklin Resources, Inc.",31.54,,16156664535.38,Finance,Investment Managers,NYSE
FI,Frank&#39;s International N.V.,5.92,2013.0,1327796219.84,Energy,Oilfield Services/Equipment,NYSE
FCX,"Freeport-McMoran, Inc.",12.56,,18199862819.84,Basic Industries,Precious Metals,NYSE
FMS,Fresenius Medical Care Corporation,35.15,,21571235556.8,Health Care,Hospital/Nursing Management,NYSE
FDP,"Fresh Del Monte Produce, Inc.",30.22,1997.0,1461921843.62,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
FRO,Frontline Ltd.,5.8,,984962913.6,Transportation,Marine Transportation,NYSE
FSK,FS KKR Capital Corp.,5.9,2014.0,3135724560.1,,,NYSE
FCN,"FTI Consulting, Inc.",68.4,,2625671689.2,Consumer Services,Professional Services,NYSE
FTSI,"FTS International, Inc.",8.05,2018.0,879660240.2,Energy,Oilfield Services/Equipment,NYSE
GDV,Gabelli Dividend,20.21,2003.0,1665959329.46,,,NYSE
GAB,"Gabelli Equity Trust, Inc. (The)",5.74,1986.0,1451810703.56,,,NYSE
GME,Gamestop Corporation,15.93,2002.0,1624343071.5,Consumer Services,Electronics Distribution,NYSE
GPS,"Gap, Inc. (The)",26.01,,9921100888.98,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
GDI,"Gardner Denver Holdings, Inc.",23.22,2017.0,4615270753.14,Technology,Industrial Machinery/Components,NYSE
GTX,Garrett Motion Inc.,15.81,2018.0,1170208185.03,Capital Goods,Auto Parts:O.E.M.,NYSE
